code,gpt4o_consumer_final,gemini_consumer_final,gemini_type,agree_xv,final_label_xv
1000025000,False,False,raw_material,True,non_consumer
1000050000,False,False,raw_material,True,non_consumer
1000075000,False,False,raw_material,True,non_consumer
1000100000,False,False,raw_material,True,non_consumer
1000125000,False,False,intermediate_good,True,non_consumer
1000150000,False,False,intermediate_good,True,non_consumer
1000175000,False,False,raw_material,True,non_consumer
1000200000,False,False,raw_material,True,non_consumer
1000225000,False,False,intermediate_good,True,non_consumer
1000250000,False,False,intermediate_good,True,non_consumer
1000275000,False,False,raw_material,True,non_consumer
1000300000,False,False,intermediate_good,True,non_consumer
1000325000,False,False,intermediate_good,True,non_consumer
1000350000,False,False,raw_material,True,non_consumer
1000375000,False,False,raw_material,True,non_consumer
1000400000,False,False,raw_material,True,non_consumer
1000425000,False,False,raw_material,True,non_consumer
1000450000,False,False,raw_material,True,non_consumer
1000475000,False,False,raw_material,True,non_consumer
1000500000,False,False,raw_material,True,non_consumer
1000525000,False,False,raw_material,True,non_consumer
1000550000,False,False,raw_material,True,non_consumer
1000575000,False,False,raw_material,True,non_consumer
1000600000,False,False,raw_material,True,non_consumer
1000625000,False,False,raw_material,True,non_consumer
1000650000,False,False,raw_material,True,non_consumer
1000675000,False,False,raw_material,True,non_consumer
1000700000,False,False,raw_material,True,non_consumer
1000725000,False,False,raw_material,True,non_consumer
1000750000,False,False,raw_material,True,non_consumer
1000775000,False,False,raw_material,True,non_consumer
1000800000,False,False,raw_material,True,non_consumer
1000825000,False,False,raw_material,True,non_consumer
1000850000,False,False,raw_material,True,non_consumer
1000875000,False,False,raw_material,True,non_consumer
1000900000,False,False,raw_material,True,non_consumer
1000925000,False,False,raw_material,True,non_consumer
1000950000,False,False,raw_material,True,non_consumer
1000975000,False,False,raw_material,True,non_consumer
1001000000,False,False,raw_material,True,non_consumer
1001025000,False,False,raw_material,True,non_consumer
1001050000,False,False,raw_material,True,non_consumer
1001075000,False,False,raw_material,True,non_consumer
1001100000,False,False,raw_material,True,non_consumer
1001125000,False,False,raw_material,True,non_consumer
1001150000,False,False,raw_material,True,non_consumer
1001175000,False,False,raw_material,True,non_consumer
1001200000,False,False,raw_material,True,non_consumer
1001225000,False,False,raw_material,True,non_consumer
1001250000,False,False,raw_material,True,non_consumer
1001275000,False,False,raw_material,True,non_consumer
1001300000,False,False,raw_material,True,non_consumer
1001325000,False,False,raw_material,True,non_consumer
1001350000,False,False,raw_material,True,non_consumer
1001375000,False,False,raw_material,True,non_consumer
1001400000,False,False,raw_material,True,non_consumer
1001425000,False,False,raw_material,True,non_consumer
1001450000,False,False,raw_material,True,non_consumer
1001475000,False,False,raw_material,True,non_consumer
1001500000,False,False,raw_material,True,non_consumer
1001525000,False,False,raw_material,True,non_consumer
1001550000,False,False,raw_material,True,non_consumer
1001575000,False,False,raw_material,True,non_consumer
1001600000,False,False,b2b_service,True,non_consumer
1001625000,False,False,b2b_service,True,non_consumer
1001650000,False,False,b2b_service,True,non_consumer
1001675000,False,False,b2b_service,True,non_consumer
1001700000,False,False,b2b_service,True,non_consumer
1001725000,False,False,b2b_service,True,non_consumer
1001750000,False,False,b2b_service,True,non_consumer
1001775000,False,False,b2b_service,True,non_consumer
1001800000,False,False,b2b_service,True,non_consumer
1001825000,False,False,b2b_service,True,non_consumer
1001850000,False,False,b2b_service,True,non_consumer
1001875000,False,False,b2b_service,True,non_consumer
1001900000,False,False,b2b_service,True,non_consumer
1001925000,False,False,b2b_service,True,non_consumer
1001950000,False,False,b2b_service,True,non_consumer
1001975000,False,False,b2b_service,True,non_consumer
1002000000,False,False,b2b_service,True,non_consumer
1002025000,False,False,b2b_service,True,non_consumer
1002050000,False,False,b2b_service,True,non_consumer
1002075000,False,False,b2b_service,True,non_consumer
1002100000,False,False,b2b_service,True,non_consumer
1002125000,False,False,b2b_service,True,non_consumer
1002150000,False,False,b2b_service,True,non_consumer
1002175000,False,False,b2b_service,True,non_consumer
1002200000,False,False,b2b_service,True,non_consumer
2000025000,False,False,intermediate_good,True,non_consumer
2000050000,False,False,intermediate_good,True,non_consumer
2000075000,False,False,intermediate_good,True,non_consumer
2000100000,False,False,intermediate_good,True,non_consumer
2000125000,False,False,intermediate_good,True,non_consumer
2000180000,False,False,intermediate_good,True,non_consumer
2000200000,False,False,intermediate_good,True,non_consumer
2000225000,False,False,intermediate_good,True,non_consumer
2000250000,False,False,intermediate_good,True,non_consumer
2000275000,False,False,intermediate_good,True,non_consumer
2000300000,False,False,intermediate_good,True,non_consumer
2000325000,False,False,intermediate_good,True,non_consumer
2000350000,False,False,intermediate_good,True,non_consumer
2000375000,False,False,intermediate_good,True,non_consumer
2000400000,False,False,intermediate_good,True,non_consumer
2000425000,False,False,intermediate_good,True,non_consumer
2000430000,False,False,component_or_part,True,non_consumer
2000435000,False,False,component_or_part,True,non_consumer
2000475000,False,False,intermediate_good,True,non_consumer
2000500000,False,False,intermediate_good,True,non_consumer
2000525000,False,False,intermediate_good,True,non_consumer
2000550000,False,False,intermediate_good,True,non_consumer
2000575000,False,False,intermediate_good,True,non_consumer
2000600000,False,False,intermediate_good,True,non_consumer
2000625000,False,False,intermediate_good,True,non_consumer
2000675000,True,False,intermediate_good,False,REVIEW
2000700000,False,False,intermediate_good,True,non_consumer
2000830000,True,False,intermediate_good,False,REVIEW
2000850000,True,False,intermediate_good,False,REVIEW
2000875000,True,False,intermediate_good,False,REVIEW
2000900000,True,False,intermediate_good,False,REVIEW
2000930000,True,False,intermediate_good,False,REVIEW
2000975000,True,False,intermediate_good,False,REVIEW
2001000000,False,False,intermediate_good,True,non_consumer
2001030000,True,False,intermediate_good,False,REVIEW
2001125000,True,False,intermediate_good,False,REVIEW
2001150000,True,False,intermediate_good,False,REVIEW
2001170000,True,False,intermediate_good,False,REVIEW
2001225000,False,False,intermediate_good,True,non_consumer
2001255000,False,False,intermediate_good,True,non_consumer
2001275000,True,False,intermediate_good,False,REVIEW
2001305000,True,False,intermediate_good,False,REVIEW
2001325000,True,False,intermediate_good,False,REVIEW
2001350000,True,False,intermediate_good,False,REVIEW
2001375000,True,False,intermediate_good,False,REVIEW
2001400000,True,False,intermediate_good,False,REVIEW
2001425000,True,False,intermediate_good,False,REVIEW
2001450000,True,False,intermediate_good,False,REVIEW
2001475000,True,False,intermediate_good,False,REVIEW
2001500000,True,False,intermediate_good,False,REVIEW
2001525000,True,False,intermediate_good,False,REVIEW
2001550000,True,False,intermediate_good,False,REVIEW
2001575000,True,False,intermediate_good,False,REVIEW
2001605000,False,False,intermediate_good,True,non_consumer
2001650000,True,False,intermediate_good,False,REVIEW
2001680000,True,False,intermediate_good,False,REVIEW
2001710000,False,False,raw_material,True,non_consumer
2001730000,True,False,intermediate_good,False,REVIEW
2001810000,False,False,intermediate_good,True,non_consumer
2001825000,False,False,intermediate_good,True,non_consumer
2001835000,False,False,intermediate_good,True,non_consumer
2001850000,False,False,intermediate_good,True,non_consumer
2001875000,True,False,intermediate_good,False,REVIEW
2001900000,False,False,intermediate_good,True,non_consumer
2001910000,False,False,intermediate_good,True,non_consumer
2001920000,True,False,intermediate_good,False,REVIEW
2001925000,True,False,intermediate_good,False,REVIEW
2001950000,False,False,intermediate_good,True,non_consumer
2001975000,False,False,intermediate_good,True,non_consumer
2002010000,False,False,intermediate_good,True,non_consumer
2002020000,False,False,intermediate_good,True,non_consumer
2002025000,False,False,intermediate_good,True,non_consumer
2002035000,False,False,intermediate_good,True,non_consumer
2002050000,False,False,intermediate_good,True,non_consumer
2002075000,False,False,intermediate_good,True,non_consumer
2002100000,False,False,intermediate_good,True,non_consumer
2002125000,False,False,intermediate_good,True,non_consumer
2002150000,False,False,intermediate_good,True,non_consumer
2002175000,False,False,intermediate_good,True,non_consumer
2002205000,False,False,intermediate_good,True,non_consumer
2002225000,False,False,intermediate_good,True,non_consumer
2002251000,False,False,intermediate_good,True,non_consumer
2002255000,True,False,intermediate_good,False,REVIEW
2002275000,True,False,intermediate_good,False,REVIEW
2002300000,True,False,intermediate_good,False,REVIEW
2002330000,False,False,intermediate_good,True,non_consumer
2002380000,True,False,intermediate_good,False,REVIEW
2002385000,True,False,intermediate_good,False,REVIEW
2002450000,False,False,intermediate_good,True,non_consumer
2002475000,True,False,intermediate_good,False,REVIEW
2002505000,True,False,intermediate_good,False,REVIEW
2002550000,True,False,intermediate_good,False,REVIEW
2002575000,True,False,intermediate_good,False,REVIEW
2002600000,True,False,intermediate_good,False,REVIEW
